"Year","Treatment","AGB","AGB.c","AGB.d","rep","AGB.sc"
2106,"Log_Sequential",646.831176757812,14.3200626939825,14.067199707031,"3",0.252771320181845
2107,"Log_Sequential",685.225402832031,52.7142887682015,11.022521972656,"3",0.483883366569502
2108,"Log_Sequential",699.437072753906,66.9259586900765,11.713439941406,"3",0.569429774299698
2109,"Log_Sequential",630.929260253906,-1.58185380992347,7.487548828125,"3",0.157050561086477
2110,"Log_Sequential",655.866577148438,23.3554630846085,5.84600830078193,"3",0.307159442764984
2111,"Log_Sequential",512.705505371094,-119.805608692736,3.29660034179699,"3",-0.554591180819771
2112,"Log_Sequential",473.963287353516,-158.547826710313,2.62731933593801,"3",-0.787797946606138
2113,"Log_Sequential",580.362487792969,-52.1486262708605,4.62634277343795,"3",-0.147333494997245
2114,"Log_Sequential",647.148498535156,14.6373844713265,5.698974609375,"3",0.254681422111847
2115,"Log_Sequential",763.93017578125,131.419061717421,4.39508056640602,"3",0.957642652708204
2116,"Log_Sequential",776.156066894531,143.644952830702,0.0958862304689774,"3",1.03123576821055
2117,"Log_Sequential",713.909606933594,81.3984928697645,2.709716796875,"3",0.656546440858291
2118,"Log_Sequential",630.360778808594,-2.15033525523552,3.06573486328102,"3",0.153628616601765
2119,"Log_Sequential",672.034301757812,39.5231876939825,3.52880859375,"3",0.404480219922505
2120,"Log_Sequential",685.523193359375,53.0120792955455,3.65643310546898,"3",0.485675901156246
2121,"Log_Sequential",623.013854980469,-9.49725908336052,1.38226318359307,"3",0.109404190843321
2122,"Log_Sequential",650.270690917969,17.7595768541395,0.487060546875,"3",0.273475296727603
2123,"Log_Sequential",509.637359619141,-122.873754444688,0.158447265625,"3",-0.57305972455285
2124,"Log_Sequential",471.411743164062,-161.099370899768,0.980560302733977,"3",-0.803156834110038
2125,"Log_Sequential",575.401794433594,-57.1093196302355,0.352233886718977,"3",-0.177194130593092
2126,"Log_Sequential",640.932067871094,8.42095380726448,0.749633789062045,"3",0.217261941140382
2127,"Log_Sequential",758.915222167969,126.404108104139,0.251220703125,"3",0.927455400336869
2128,"Log_Sequential",774.754821777344,142.243707713514,0.980102539062955,"3",1.02280104612765
2129,"Log_Sequential",714.806823730469,82.2957096666395,2.04357910156295,"3",0.661947190689225
2130,"Log_Sequential",631.845764160156,-0.665349903673473,2.44287109375,"3",0.162567408668878
2131,"Log_Sequential",673.697998046875,41.1868839830455,2.45184326171898,"3",0.414494753180438
2132,"Log_Sequential",687.195556640625,54.6844425767955,2.32781982421898,"3",0.495742604922748
2133,"Log_Sequential",622.7451171875,-9.7659968763295,1.40930175781205,"3",0.107786537679673
2134,"Log_Sequential",649.023071289062,16.5119572252325,0.983947753906023,"3",0.26596531527902
2135,"Log_Sequential",508.201904296875,-124.309209766954,0.467742919921989,"3",-0.581700373185425
2136,"Log_Sequential",469.48193359375,-163.029180470079,0.03173828125,"3",-0.814773222419862
2137,"Log_Sequential",573.497131347656,-59.0139827161735,0.106567382812045,"3",-0.188659150948477
2138,"Log_Sequential",639.490234375,6.9791203111705,0.6181640625,"3",0.208582899422276
2139,"Log_Sequential",757.455261230469,124.944147166639,0.622985839843977,"3",0.918667241428302
2140,"Log_Sequential",773.796875,141.285760936171,0.474853515625,"3",1.01703473533877
2141,"Log_Sequential",714.055908203125,81.5447941392955,0.678527832031023,"3",0.657427093738885
2142,"Log_Sequential",631.016906738281,-1.49420732554847,0.756652832031023,"3",0.157578144539349
2143,"Log_Sequential",672.900512695312,40.3893986314825,1.03955078125,"3",0.409694331596015
2144,"Log_Sequential",686.498291015625,53.9871769517955,1.37615966796898,"3",0.491545450768423
2145,"Log_Sequential",622.090881347656,-10.4202327161735,1.24621582031205,"3",0.103848399078463
2146,"Log_Sequential",648.404846191406,15.8937321275765,1.57159423828102,"3",0.262243941466945
2147,"Log_Sequential",507.701812744141,-124.809301319688,1.173583984375,"3",-0.584710648269759
2148,"Log_Sequential",468.957916259766,-163.553197804063,0.735015869141023,"3",-0.817927517499689
2149,"Log_Sequential",573.447509765625,-59.0636042982045,1.754638671875,"3",-0.188957845479941
2150,"Log_Sequential",640.224426269531,7.71331220570153,3.49719238281205,"3",0.213002329334948
2151,"Log_Sequential",759.879333496094,127.368219432264,6.11804199218795,"3",0.933258818318462
2152,"Log_Sequential",777.792053222656,145.280939158827,7.73248291015602,"3",1.04108350280023
2153,"Log_Sequential",716.640869140625,84.1297550767955,4.84613037109398,"3",0.672987131619136
2154,"Log_Sequential",631.619812011719,-0.891302052110518,1.67810058593795,"3",0.16120730146656
2155,"Log_Sequential",672.998840332031,40.4877262682015,0.982055664062045,"3",0.410286209689733
2156,"Log_Sequential",686.515563964844,54.0044499010145,0.992797851562955,"3",0.491649424387618
2157,"Log_Sequential",621.531433105469,-10.9796809583605,0.507446289062955,"3",0.100480829490007
2158,"Log_Sequential",647.135681152344,14.6245670885145,0.0831298828129547,"3",0.254604268542837
2159,"Log_Sequential",506.421356201172,-126.089757862658,0.0711669921880116,"3",-0.592418289814193
2160,"Log_Sequential",467.983673095703,-164.527440968126,0.359008789061988,"3",-0.8237919235406
2161,"Log_Sequential",571.721862792969,-60.7892512708605,0.427734375,"3",-0.199345287654769
2162,"Log_Sequential",636.682922363281,4.17180829945153,0.4453125,"3",0.191684430818616
2163,"Log_Sequential",752.780700683594,120.269586619764,1.006103515625,"3",0.890528967411191
2164,"Log_Sequential",767.292663574219,134.781549510389,1.07995605468705,"3",0.977882973043985
2165,"Log_Sequential",708.77197265625,76.2608585924205,0.253479003906023,"3",0.625620718612111
2166,"Log_Sequential",627.6669921875,-4.8441218763295,0.563415527343977,"3",0.137413508180794
2167,"Log_Sequential",669.533935546875,37.0228214830455,1.08221435546898,"3",0.389429395597744
2168,"Log_Sequential",682.637084960938,50.1259708971085,1.3525390625,"3",0.468303121802132
2169,"Log_Sequential",619.110656738281,-13.4004573255485,1.15563964843705,"3",0.085909092089019
2170,"Log_Sequential",645.574096679688,13.0629826158585,1.341796875,"3",0.24520439205138
2171,"Log_Sequential",505.376312255859,-127.134801807971,0.790710449217954,"3",-0.598708877474417
2172,"Log_Sequential",466.700042724609,-165.811071339221,0.286560058592954,"3",-0.831518669778314
2173,"Log_Sequential",569.864624023438,-62.6464900403915,0.450012207031932,"3",-0.2105248398048
2174,"Log_Sequential",635.116455078125,2.6053410142955,0.650390625,"3",0.182255162491345
2175,"Log_Sequential",752.097412109375,119.586298045546,0.497375488281023,"3",0.886415947386883
2176,"Log_Sequential",767.879089355469,135.367975291639,0.77880859375,"3",0.981412932525319
2177,"Log_Sequential",709.336364746094,76.8252506822645,1.358642578125,"3",0.629018047434333
2178,"Log_Sequential",627.726257324219,-4.78485673961052,1.25341796875,"3",0.137770251587995
2179,"Log_Sequential",669.520324707031,37.0092106432015,1.31164550781295,"3",0.389347465855409
2180,"Log_Sequential",723.284606933594,90.7734928697645,1.63690185546807,"3",0.712978765622331
